id	order_item_order_id	product_title_origin	product_category	hscode	thumbnail_urls	actual_weight_kg	actual_width_cm	actual_length_cm	actual_height_cm	actual_volume_m3	ai_estimated_weight_kg	ai_estimated_width_cm	ai_estimated_length_cm	ai_estimated_height_cm	ai_calculated_volume_m3	shipping_date	order_created_at
4	251125A8D2EA59	프린세스 캐치티니핑 프린세스 팩트 티니핑 프린세스팩트	장난감>인형>코디북	9503003919	https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8789212494/B.webp?896340511|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8789212494/A1.webp?930941695|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8789212494/A2.webp?969400651	0.9	40	10	25	0.01	0.6	22	28	7	0.004312	2025-11-28 0:00:00	2025-12-05 2:00:35
15	251120E10ABD98	런쥔 향수 양도	스타굿즈 > 보이그룹 > 의류/패션잡화 >	3303001000	https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F21%2F92eb1fd1-d6b9-4381-9026-d3aa7aeec1f9?alt=media&token=ec61af2e-063b-41e0-9b7e-c252da9eaaf2	0.345	25	15	18	0.00675	0.5	10	10	15	0.0015	2025-11-27 0:00:00	2025-12-04 14:00:21
3	251125534778AD	제로니 맥세이프 그립톡 홀더 스마트톡 자석 탈부착 거치대	디지털/가전>휴대폰액세서리>휴대폰거치대	3926909000	https://shop-phinf.pstatic.net/20251124_145/17639628085887qERx_JPEG/1263544852938282_564781465.jpg?type=m510|https://shop-phinf.pstatic.net/20251124_116/1763962813145S2gic_JPEG/92478170172152979_903969512.jpg?type=m510|https://shop-phinf.pstatic.net/20251124_150/1763962817258uRMsA_JPEG/18489800035677493_471558856.jpg?type=m510|https://shop-phinf.pstatic.net/20251124_51/1763962822337ERAFd_JPEG/47164219164378885_170428078.jpg?type=m510	0.22	22	9	19.5	0.003861	0.05	8	10	3	0.00024	2025-11-28 0:00:00	2025-12-04 14:00:20
6	251125CFD8616D	(포토카드 6장 포함) BOYNEXTDOOR 보이넥스트도어 공식 응원봉 보넥도 응원봉	생활/건강>수집품>아이돌굿즈>응원봉	9503003919	https://shop-phinf.pstatic.net/20240620_271/1718869806153HDksY_JPEG/12436794013445032_1001779247.jpg?type=m510	0.48	25	15	17.5	0.0065625	0.3	25	4	4	0.0004	2025-11-28 0:00:00	2025-12-04 5:00:46
5	2511238B5E5178	루미너스 아쿠아 다이렉트 대용량 갤런 세라믹 세척 코팅제 퀵디테일러 자동차 습식코팅제 관리제 4L	생활/건강>자동차용품>세차용품>도장용광택/코팅제	3405300000	https://shop-phinf.pstatic.net/20230530_116/1685419679493XkMr2_JPEG/34297521298676305_1098469413.jpg?type=m510|https://shop-phinf.pstatic.net/20230629_34/1688002286018LIY5F_JPEG/562694029065856_1821839716.jpg?type=m510|https://shop-phinf.pstatic.net/20230629_231/1688002281864CRy7H_JPEG/1876769267253441_831408852.jpg?type=m510|https://shop-phinf.pstatic.net/20230530_13/16854196942983Tq8b_JPEG/8229404954569950_738438319.jpg?type=m510|https://shop-phinf.pstatic.net/20230629_124/1688002259818Al8kR_JPEG/3489548049297245_1980287328.jpg?type=m510|https://shop-phinf.pstatic.net/20230629_207/1688002263571W0OTb_JPEG/562671532812623_1573094927.jpg?type=m510|https://shop-phinf.pstatic.net/20230629_95/16880022677343IR6u_JPEG/1876755343293044_1531461051.jpg?type=m510|https://shop-phinf.pstatic.net/20230629_126/1688002270540OVVRW_JPEG/1181988369463675_600382240.jpg?type=m510|https://shop-phinf.pstatic.net/20230629_189/1688002273248sSvIs_JPEG/1468267523983908_1350896556.jpg?type=m510|https://shop-phinf.pstatic.net/20230629_209/1688002276334C7C3P_JPEG/3489564225157345_608646473.jpg?type=m510	4.545	37	12.5	28	0.01295	4	20	30	20	0.012	2025-11-28 0:00:00	2025-12-04 5:00:43
2	251115E00294FD	Casio MTP-B185D-2A2V	accessories	9114900000	https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA4MjJfMjM3%2FMDAxNzU1ODM1MDYyOTYy.T2Y0L_Rrsf28-GHnm7_nnThNNzRuTjAvm-yBS3aX3oMg.8M8bYTM4-3K8RV6J2uF06y30pgVrSdfEe_gDplYSNSIg.PNG%2Fa_8c9072768de149b29c943cc8dd2e4533.png	0.25	22	9	19.5	0.003861	0.2	12	12	8	0.001152	2025-11-28 0:00:00	2025-12-04 5:00:42
16	2511227707F25C	R TRUNK 953 FRAME ep.3 20인치 (37L) [5color]	가방 > 캐리어	4202999000	https://image.msscdn.net/images/goods_img/20240712/4247172/4247172_17472026825847_500.jpg|https://image.msscdn.net/images/prd_img/20240712/4247172/detail_4247172_17440022138566_500.jpg|https://image.msscdn.net/images/prd_img/20240712/4247172/detail_4247172_17207633468052_500.jpg|https://image.msscdn.net/images/prd_img/20240712/4247172/detail_4247172_17440022199579_500.jpg|https://image.msscdn.net/images/prd_img/20240712/4247172/detail_4247172_17472027306728_500.jpg	4.775	55.5	23	42.5	0.05425125	2.5	20	50	40	0.04	2025-11-27 0:00:00	2025-12-03 14:00:19
9	251118B6F5ABB2	Ex Nihilo Blue Talisman Eau De Parfum 50ml	life	3303001000	https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA3MzBfNjkg%2FMDAxNzUzODY0NjAwOTEy.4yLzHmy7B0Ky1e_-HJ8rdA793tPqTbb86U7lGvCbmfEg.fUv83Qlvuj39fW4jOIaPbEYpkJ_Klxk8nC0E-n24s-Qg.PNG%2Fa_f56d1ad83679463f97959f0d688098e8.png	0.455	25	11.5	14	0.004025	0.5	10	15	8	0.0012	2025-11-27 0:00:00	2025-12-03 8:00:58
17	2511237AA553F5	더티린넨 탈취제 화장실 담배 집안 실내 고체 홀애비 남자 방 냄새 제거	생활/건강>생활용품>제습/방향/탈취>실내탈취제	3307200000	https://shop-phinf.pstatic.net/20240816_3/1723779465045MWYpI_PNG/7941478831090472_760845989.png?type=m510|https://shop-phinf.pstatic.net/20240502_82/1714645000487VG0WX_PNG/773808367512797_185931711.png?type=m510|https://shop-phinf.pstatic.net/20241029_188/1730192472576JHmuc_JPEG/15903637671387617_1837343512.jpg?type=m510|https://shop-phinf.pstatic.net/20240502_273/171464500089101mnM_PNG/773808774231438_769058524.png?type=m510|https://shop-phinf.pstatic.net/20241029_293/1730192471587aoYRL_JPEG/15903636691833028_1395608377.jpg?type=m510|https://shop-phinf.pstatic.net/20240502_165/17146450011248PS3O_PNG/773809004263985_403786858.png?type=m510|https://shop-phinf.pstatic.net/20241029_190/17301924703710kPPI_JPEG/15903635424360787_1504143829.jpg?type=m510|https://shop-phinf.pstatic.net/20241213_197/173407499260842mKa_PNG/17885833448453371_1632182122.png?type=m510|https://shop-phinf.pstatic.net/20240228_147/17091275892378Ir0I_PNG/110263487930014466_676654687.png?type=m510|https://shop-phinf.pstatic.net/20241213_98/1734074992780qMGNJ_PNG/17885833632000522_1245717160.png?type=m510	0.645	24	15	17.5	0.0063						2025-11-27 0:00:00	2025-12-03 8:00:31
26	2511215F1F02B6	루미너스 엔 프리워시 대용량 갤런 고농축 중성 프리워시 APC 3PH 세차 4L	생활/건강>자동차용품>세차용품>카샴푸	3405300000	https://shop-phinf.pstatic.net/20231124_40/17008151308358oB6L_JPEG/14529262717724643_991080481.jpg?type=m510|https://shop-phinf.pstatic.net/20210614_205/1623633439943WQafX_JPEG/24769223593777592_1801821292.JPG?type=m510|https://shop-phinf.pstatic.net/20210614_284/1623633434075cd9W7_JPEG/24769217714391694_2024553896.JPG?type=m510|https://shop-phinf.pstatic.net/20210614_74/1623633418109wQ3oN_JPEG/24769201814248038_1596965825.jpg?type=m510|https://shop-phinf.pstatic.net/20210614_299/16236334365284ibUI_JPEG/24769219887681337_2009491299.JPG?type=m510|https://shop-phinf.pstatic.net/20210614_228/1623633437321qrEUy_JPEG/24769220929781006_1739102897.JPG?type=m510|https://shop-phinf.pstatic.net/20210614_73/1623633438161zdr3q_JPEG/24769221816927375_1505333865.JPG?type=m510|https://shop-phinf.pstatic.net/20210614_254/1623633439062qpBg3_JPEG/24769222711141056_702488065.JPG?type=m510	4.805	33	21.5	25	0.0177375	6.5	20	30	20	0.012	2025-11-24 0:00:00	2025-12-03 5:01:09
13	2511210079630C	버디즈 보조배터리 멍몽이 카몽이 위시 세트 강아지 인형 키링 미니 4500mAh 귀여운 선물	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	8506809000	https://st.kakaocdn.net/product/gift/product/20251104152030_a0249a48dbe44993b91c9ca46c5ac2c0.png|https://st.kakaocdn.net/product/gift/product/20251104152033_83359c5855c44ff18ac81ef4e8df9dbf.png|https://st.kakaocdn.net/product/gift/product/20251104152036_8ef112f246b34a26827bba82d510625d.png|https://st.kakaocdn.net/product/gift/product/20251104152040_cf4505e9a59f4563924c3ff5d92e02c8.png	0.37	24	15	17.5	0.0063	0.6	15	20	10	0.003	2025-11-27 0:00:00	2025-12-02 8:00:25
23	251121E6091590	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	8506809000	https://st.kakaocdn.net/product/gift/product/20250922145628_8653138b30ed41e39093e09697b832ac.png|https://st.kakaocdn.net/product/gift/product/20251022142814_474739581d904daba01a5e7be3667ab1.png|https://st.kakaocdn.net/product/gift/product/20251022142843_0fb57178062c4518b36ff527cb7f1afd.jpg	0.425	25.5	16	21	0.008568	1	16	22	12	0.004224	2025-11-24 0:00:00	2025-12-01 5:00:14
31	2511207D7B5039	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	8467115000	https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/B.jpg?137670891|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/A1.jpg?337805030|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/A2.jpg?509327409|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/A3.jpg?676683609	4.145	48	27.5	38	0.05016	1.8	15	25	10	0.00375	2025-11-24 0:00:00	2025-11-30 23:00:20
35	2511158B438A26	밀워키 M18 FAC-0 FUEL 무선 에어 컴프레서 베어툴	공구>유/공압공구>컴프레서	8467920000	https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8691530703/B.webp?994122972	18.08	57	42	54	0.129276	15	30	49	33	0.04851	2025-11-21 0:00:00	2025-11-30 23:00:16
33	251121868C3371	로지텍 MX Keys Mini 키보드 그라파이트	디지털 > PC/노트북 > 키보드 >	8471601020	https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F22%2Faec9b145-75c7-4148-9b4e-0152ec4f2e47?alt=media&token=ac9d4e8e-b5c8-4de8-9f17-68767580661c|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F22%2F62a5fe80-15f9-4571-8123-fe8a852a8c44?alt=media&token=4e78b67a-806c-4fef-8eb6-b89d5dd852cf|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F22%2F6e2ebb76-3555-4720-bd16-445a24033535?alt=media&token=14243c34-78c6-40a3-a773-cc2d4255c5e4	0.975	38	13.5	21.5	0.0110295	0.75	15	32	4	0.00192	2025-11-24 0:00:00	2025-11-30 5:00:23
21	251119C7B8AB3C	블루크로스 큐티클 리무버 32oz / 946ml	화장품/미용>네일케어>네일케어도구	3304209000	https://shop-phinf.pstatic.net/20210615_266/1623718519113ThgiP_JPEG/24854346923188416_1668129133.jpg?type=m510	3.425	37	12.5	28	0.01295	0.9	8	20	8	0.00128	2025-11-24 0:00:00	2025-11-30 5:00:23
45	251116972EFAA4	CU 메타몽 캐리어 중	생활/건강>수집품>이색수집품	4202122000	https://shop-phinf.pstatic.net/20251106_27/1762418793956GVjnd_JPEG/15133732091625414_564750813.jpg?type=m510|https://shop-phinf.pstatic.net/20251106_76/1762418800072LOGmS_JPEG/38880711225115611_1903654833.jpg?type=m510	4.455	54	41	50.5	0.111807	3	35	50	23	0.04025	2025-11-20 0:00:00	2025-11-29 14:00:19
22	2511195CC263DC	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	8507609000	https://st.kakaocdn.net/product/gift/product/20250922145628_8653138b30ed41e39093e09697b832ac.png|https://st.kakaocdn.net/product/gift/product/20251022142814_474739581d904daba01a5e7be3667ab1.png|https://st.kakaocdn.net/product/gift/product/20251022142843_0fb57178062c4518b36ff527cb7f1afd.jpg	0.4	25	15	20.5	0.0076875	1	16	22	12	0.004224	2025-11-24 0:00:00	2025-11-29 14:00:19
28	251118BD10A819	코르티스 릴리즈 파티 임시 응원봉 양도	스타굿즈 > 보이그룹 > 응원도구 >	9503003919	https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F19%2Fa63ec848-293d-498b-bca2-18329a0e1e65?alt=media&token=78f554bb-5813-4524-9863-a2e1fc30583c	0.21	31	7	21.5	0.0046655	0.4	10	28	10	0.0028	2025-11-24 0:00:00	2025-11-29 14:00:18
19	251122DA2F6E31	[뷰티디바이스1위] [광채토닝] 메디큐브 에이지알 부스터프로 마이멜로디 에디션 기획세트	기초화장품>스킨케어>스킨케어기기	9019102000	https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0023/A00000023218314ko.jpg?l=ko|https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0023/A00000023218320ko.jpg?l=ko|https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0023/A00000023218321ko.jpg?l=ko	1.385	38	12	28	0.012768	0.7	18	25	8	0.0036	2025-11-25 0:00:00	2025-11-29 8:01:37
30	25112189EE9089	Marine Orchid Sachet	홈 > 그랑핸드 >	3307490000	https://cafe24img.poxo.com/granhand9/web/product/big/202510/d53b9756a5773387395939c5ead43dfa.png	0.395	21.5	9	19	0.0036765	0.025	8	12	0.5	4.80E-05	2025-11-24 0:00:00	2025-11-29 8:00:26
24	251119AB7E5166	프린세스 캐치티니핑 프린세스 팩트 티니핑 프린세스팩트	출산/육아>완구/인형>역할놀이/소꿉놀이>기타역할놀이/소꿉놀이	9503003919	https://shop-phinf.pstatic.net/20251027_45/1761529304765LkRh6_JPEG/95662195867782420_1171425161.jpeg?type=m510|https://shop-phinf.pstatic.net/20251027_246/176152930845421qPM_JPEG/95662147593219478_2122343168.jpeg?type=m510|https://shop-phinf.pstatic.net/20251027_154/1761529308844V1VHO_JPEG/95662147983123735_2025495036.jpeg?type=m510	0.86	38	12	28	0.012768	0.7	9	30	25	0.00675	2025-11-24 0:00:00	2025-11-28 14:00:36
27	2511194154F899	밀워키 M12 UCL-0 LED 언더캐리지 라이트 베어툴	생활/건강>공구>전동공구>전동공구액세서리	9405990000	https://shop-phinf.pstatic.net/20250709_291/1752020365506t3w8K_JPEG/4982320391545784_1222489161.jpg?type=m510|https://shop-phinf.pstatic.net/20250709_13/1752020370822Yi7l5_JPEG/78850602387450569_1062199342.jpg?type=m510|https://shop-phinf.pstatic.net/20250709_153/17520203714502mRjb_JPEG/78850603012468454_1298374428.jpg?type=m510|https://shop-phinf.pstatic.net/20250709_16/1752020371867ra7Pc_JPEG/78850603428588438_1922157594.jpg?type=m510|https://shop-phinf.pstatic.net/20250709_120/1752020372266kGDHF_JPEG/78850603827821680_685428302.jpg?type=m510|https://shop-phinf.pstatic.net/20250709_287/1752020372646PP3sf_JPEG/78850604204538040_826618265.jpg?type=m510	2.02	55	15	25.5	0.0210375	1.45	10.2	33	10.2	0.00343332	2025-11-24 0:00:00	2025-11-28 8:00:58
20	251117330F0D9A	크리드 어벤투스 오드 퍼퓸 100ml 크리드 어벤투스 오드 퍼퓸 100ml	화장품/향수 > 향수 > 남성향수	3303001000	https://image.auction.co.kr/itemimage/53/15/94/531594a6e0.jpg|https://image.auction.co.kr/itemimage/53/15/94/531594a6f0.jpg|https://image.auction.co.kr/itemimage/53/15/94/531594a700.jpg|https://image.auction.co.kr/itemimage/53/15/94/531594a720.jpg	0.575	31	7	21	0.004557	0.7	12	18	10	0.00216	2025-11-25 0:00:00	2025-11-28 8:00:58
25	2511189AA4BA51	최강공룡 미니특공대 렉스카이저 D9 풀셋팝니다	유아동/출산 > 교구/완구/인형 > 캐릭터완구/로봇 >	9503003919	https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F17%2Ffee50f19-c237-498a-b55c-8b26e9d366dc?alt=media&token=f9b492dd-925e-4558-9179-fc76df421bee	6.925	55.5	40	40.5	0.08991	14.4	14	45	35	0.02205	2025-11-24 0:00:00	2025-11-27 14:00:44
