order_id,item_id,product_id,product_version_id,title_origin,title_target,category,custom_category,site_name,product_details,product_info_details,materials,clothing_materials,hscode,thumbnail_urls,thumbnail_count,price_origin,price_krw,product_url,actual_weight,actual_dimensions,actual_d1,actual_d2,actual_d3,actual_max,actual_mid,actual_min,actual_volume_m3,actual_volume_cm3,actual_volume_L,volumetric_weight,ai_weight_kg,ai_width_cm,ai_depth_cm,ai_height_cm,ai_max,ai_mid,ai_min,ai_volume_m3,ai_volume_cm3,ai_volume_L,ai_volume_str,ai_packed_volume_str,weight_error,volume_error,max_error,mid_error,min_error,avg_dim_error,shipping_date,order_created_at,weight_range,combined_error,dim_twist
250526AA92E714,6317a419-bb18-42f4-89e3-42cb1d8e869e,ddaf6c16-5fea-4605-bde1-4ebe49e01083,3e362670-8fd0-4040-9921-4c85317c63c5,아크릴 회전판 얀홀더 원형 콘사 받침대 홀더 실걸이 뜨개실 원판 얀스피너 진열대 TR10,アクリル回転板ヤーンホルダー円形コーンスタンドホルダー糸掛け編み円板ヤーンスピナー陳列台TR10,가구/인테리어>DIY자재/용품>가구부속품>기타가구부속품,Acrylic,naver,,,,,5509311000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/3e362670-8fd0-4040-9921-4c85317c63c5.jpg,5,2500.0,257.0,https://smartstore.naver.com/main/products/5557126924,0.31,17.5x13.0x12.5,17.5,13.0,12.5,17.5,13.0,12.5,0.00284375,2843.75,2.84375,0.474,0.8,21.0,4.0,21.0,21.0,21.0,4.0,0.001764,1764.0,1.764,,,1.5806451612903227,-0.3796923076923077,0.2,0.6153846153846154,-0.68,0.0451282051282051,2025-05-30 17:27:29,2025-06-04 08:01:46.624,0-0.5kg,0.9801687344913153,twisted
250524D439A2C5,c7e9f985-f9ba-4254-8c7e-1cda50a66c49,1164e73c-333f-492e-a3c6-662a9d862b79,9d4a6629-a4f8-4d4a-915c-1e08c8ddccc5,미니위츄,ミニウィチュ,스타굿즈 > 보이그룹 > 인형/피규어 > ,Doll,bungae,,"エンシティウィッシュ展示グッズ

엔시티 위시 전시회 굿즈",,,9503003411,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/9d4a6629-a4f8-4d4a-915c-1e08c8ddccc5.jpg,1,56000.0,5746.0,https://m.bunjang.co.kr/products/335365759?q=%EB%AF%B8%EB%8B%88%EC%9C%84%EC%B8%84&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,0.28,25.1x18.9x6.1,25.1,18.9,6.1,25.1,18.9,6.1,0.0028937789999999,2893.7789999999995,2.893778999999999,0.482,0.3,10.0,15.0,10.0,15.0,10.0,10.0,0.0015,1500.0,1.5,,,0.0714285714285712,-0.4816466634114076,-0.402390438247012,-0.4708994708994709,0.639344262295082,-0.0779818822838002,2025-05-30 17:27:29,2025-06-03 08:01:10.509,0-0.5kg,0.2765376174199894,twisted
250527E1B06174,91c71e07-38cd-4819-8e3b-3e3680ad8a3b,520e8dc1-9fe1-4055-9bfe-59a21a5c0857,823cceaf-bc61-4d1b-a243-4d33e8438f35,[칠삼이일디자인] 도로시 다이어리 vol 03,[七夕がデザイン] ドロシー日記 vol 03,문구/사무용품>다이어리/플래너>디자인 다이어리,Diary,eleventh,,![undefined](https://image2.cheonyu.com/202410301730273542.jpg)<br>![undefined](https://image2.cheonyu.com/202410301730273547.jpg)<br>![undefined](https://image2.cheonyu.com/202410301730273552.jpg)<br>![undefined](https://image2.cheonyu.com/202410301730273556.jpg)<br>![undefined](https://image2.cheonyu.com/202410301730273560.jpg)<br>![undefined](https://image2.cheonyu.com/202410311730338566.jpg)<br>,,,4820100000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/823cceaf-bc61-4d1b-a243-4d33e8438f35.jpg,3,12000.0,1232.0,https://www.11st.co.kr/products/7707383548,0.445,16.0x12.0x8.0,16.0,12.0,8.0,16.0,12.0,8.0,0.001536,1536.0,1.536,0.256,0.4,21.0,1.0,15.0,21.0,15.0,1.0,0.000315,315.0,0.315,,,-0.1011235955056179,-0.794921875,0.3125,0.25,-0.875,-0.1041666666666666,2025-05-30 10:30:27,2025-06-02 05:00:59.887,0-0.5kg,0.44802273525280895,twisted
2505249B0CC756,08ab837b-2caa-4a14-955f-ad645aaecdb5,48c340b9-6ff6-4717-bb4a-e71dff645ebd,86b506ff-c0a0-4521-a94b-e63138c1d2f8,"라이즈 RIIZE 정규 1집 앨범 오디세이 Midnight Mirage A,B버전 한정반 멤버 선택",Rise RIIZEレギュラー1集アルバムオデッセイMidnight Mirage A、Bバージョン限定盤メンバー選択,생활/건강>음반>국내앨범,compact disk,naver,,,,,8523292090,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/86b506ff-c0a0-4521-a94b-e63138c1d2f8.jpg,1,38900.0,3992.0,https://smartstore.naver.com/main/products/11831652196,0.245,20.0x15.0x10.0,20.0,15.0,10.0,20.0,15.0,10.0,0.003,3000.0,3.0,0.5,0.4,21.0,2.0,21.0,21.0,21.0,2.0,0.000882,882.0,0.882,,,0.6326530612244899,-0.706,0.05,0.4,-0.8,-0.1166666666666666,2025-05-29 14:06:06,2025-06-01 05:01:52.272,0-0.5kg,0.6693265306122449,twisted
250525965EF7D0,40ac82f8-f9bd-4571-ab28-d61441e51ad5,8948a66d-f3cc-43cf-a749-4e7e7cbda348,f6eb2ceb-7b49-4161-97f7-9abc56fe1980,리틀머메이드-어비스플라워 니벨아레나 공식 플레이매트 승리의 여신 : 니케,リトルマーメイド-アビスフラワーニベルアリーナ公式プレイマット勝利の女神 : ニッケ,생활/건강>수집품>게임>보드게임,Mat,naver,,,,,4016910000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/f6eb2ceb-7b49-4161-97f7-9abc56fe1980.jpg,1,90000.0,9235.0,https://smartstore.naver.com/main/products/11877382342,0.525,61.5x8.0x8.0,61.5,8.0,8.0,61.5,8.0,8.0,0.003936,3936.000000000001,3.936,0.656,0.8,42.0,1.0,42.0,42.0,42.0,1.0,0.001764,1764.0,1.764,,,0.5238095238095238,-0.551829268292683,-0.3170731707317073,4.25,-0.875,1.0193089430894309,2025-05-29 14:06:06,2025-06-02 08:01:00.374,0.5-1kg,0.5378193960511034,twisted
250411F2CD6C1C,e945615e-11a8-4c59-8320-306e110d4e63,728b3a72-7e70-4eef-8532-be17fdb20cf6,34588e17-fcfb-471b-82ed-f70ef0c9b76d,Angel number 325 키링 통판,Angel number 325 キーリング 通販,,Key ring,,,"주식회사 크래프타 ㅣ 대표 : 김강민

서울시 용산구 이태원로 191, 무신사 스튜디오 703호 주식회사 크래프타

사업자 등록번호: 175-86-01914 ㅣ 개인정보 관리 책임자 : 김강민

통신판매신고번호 : 2022 - 서울용산 - 0235

판매자 전용 전화 : 070-4001-5560

(영업 시간이 아닌 경우 전화를 받을 수 없습니다. 문의하기로 문의해주시면 더 빠르고 자세한 상담이 가능합니다.)

TMM - Take My Money는 통신판매중개자이며, 통신판매의 당사자가 아닙니다.
상품, 상품 정보, 거래에 관한 의무와 책임은 판매자에게 있습니다.

휴대폰 결제는 당월 취소만 가능하며, 익월 이후 취소 요청 시 휴대폰 요금 납부 확인 후 결제자 본인계좌로만 환불이 가능합니다.
",,,7326909000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/34588e17-fcfb-471b-82ed-f70ef0c9b76d.jpg,1,7000.0,740.0,https://takemm.com/prod/view/43874,0.065,16.0x10.0x11.5,16.0,10.0,11.5,16.0,11.5,10.0,0.00184,1840.0,1.84,0.307,0.2,20.0,5.0,30.0,30.0,20.0,5.0,0.003,3000.0,3.0,,,2.076923076923077,0.6304347826086957,0.875,0.7391304347826086,-0.5,0.3713768115942029,2025-05-29 14:06:06,2025-06-01 11:01:43.275,0-0.5kg,1.3536789297658864,twisted
250525806CD27F,094cd626-f676-460b-9676-f3f3bb620e7c,0515ddd8-6c76-404b-b339-fd97dc603a71,abe25a3c-d607-453d-8c6c-785f2ec8871c,생명의 지배영역,生命の支配領域,,Book,,,"목차
빈티지 판에 대한 서문 7
발간사 15
역자 서문 19
1장 생명의 가장자리 39
2장 낙태에 대한 도덕 77
3장 무엇이 신성한가? 129
4장 법정 속의 낙태: 제1부 172
5장 헌법적 드라마 193
6장 법정 속의 낙태: 제2부 231
7장 죽기와 살기 270
8장 이성 너머의 삶 324
미주 355
감사의 말 377
찾아보기 381
비오스총서를 펴내며 401
목차
빈티지 판에 대한 서문 7
발간사 15
역자 서문 19
1장 생명의 가장자리 39
2장 낙태에 대한 도덕 77
3장 무엇이 신성한가? 129
4장 법정 속의 낙태: 제1부 172
5장 헌법적 드라마 193
6장 법정 속의 낙태: 제2부 231
7장 죽기와 살기 270
8장 이성 너머의 삶 324
미주 355
감사의 말 377
찾아보기 381
비오스총서를 펴내며 401
발행일: 2014년 08월 29일
6장 법정 속의 낙태: 제2부 231
4장 법정 속의 낙태: 제1부 172
쪽수, 무게, 크기: 404쪽 | 148*218*30mm
베스트: 윤리학 top20 13주
isbn13: 9791185295121
",,,4901999000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/abe25a3c-d607-453d-8c6c-785f2ec8871c.jpg,1,21600.0,2217.0,https://m.yes24.com/Goods/Detail/14432611,0.735,25.0x18.0x15.5,25.0,18.0,15.5,25.0,18.0,15.5,0.006975,6975.0,6.9750000000000005,1.163,0.3,29.7,0.25,21.0,29.7,21.0,0.25,0.0001559249999999,155.92499999999998,0.1559249999999999,,,-0.5918367346938775,-0.9776451612903224,0.1879999999999999,0.1666666666666666,-0.9838709677419356,-0.2097347670250896,2025-05-28 08:23:26,2025-06-01 05:02:15.911,0.5-1kg,0.7847409479920999,twisted
250523A399DBDF,fcdd04b3-134f-4bc8-8481-84a8f218056d,a146ede9-fdec-446e-9aab-4ff88bb1f5bf,15fc78a3-a258-4361-ae01-c694e1ad0e00,성시경 한정판 리메이크 앨범 미개봉,ソン・シギョン限定版リメイクアルバム未公開,스타굿즈 > 솔로(남) > 음반/영상물 > ,Albums,bungae,,"一度も剥がれた未開封の新製品ですコンビニ半額宅配可能です

한번도 뜯지않은 미개봉 새제품 입니다
편의점 반값 택배 가능합니다",,,3926906000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/15fc78a3-a258-4361-ae01-c694e1ad0e00.jpg,2,49000.0,5028.0,https://m.bunjang.co.kr/products/334704446,0.605,26.1x17.3x13.6,26.1,17.3,13.6,26.1,17.3,13.6,0.006140808,6140.808,6.140808,1.023,0.3,30.0,1.0,30.0,30.0,30.0,1.0,0.0009,900.0,0.9,,,-0.5041322314049587,-0.8534394822310029,0.1494252873563217,0.7341040462427745,-0.9264705882352942,-0.0143137515453993,2025-05-28 08:23:26,2025-05-31 14:01:52.709,0.5-1kg,0.6787858568179808,twisted
2505196E27C021,d09f5124-9e83-4aab-94b7-2dab5777597a,8fc88383-5b6f-491e-a641-0c2656e2aaa5,9cc91020-7701-4dc3-9fc4-b3265e19818f,보넥도 노장르 뮤뱅 인가 공방 세트 양도 합니다,ボネックもノジャンルミューバンか工房セット譲渡します,스타굿즈 > 보이그룹 > 음반/영상물 > ,Photographs,bungae,,"送料別途準登記返却 一般宅配便可能です

배송비 별도
준등기 반택
일반택배 가능합니다",,,4911919000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/9cc91020-7701-4dc3-9fc4-b3265e19818f.jpg,1,124350.0,12759.0,https://m.bunjang.co.kr/products/334128511?q=%EB%B3%B4%EB%84%A5%EB%8F%84%2520%EA%B3%B5%EB%B0%A9&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC,0.06,15.0x10.0x7.0,15.0,10.0,7.0,15.0,10.0,7.0,0.00105,1050.0,1.05,0.175,0.8,21.0,4.0,21.0,21.0,21.0,4.0,0.001764,1764.0,1.764,,,12.333333333333334,0.68,0.4,1.1,-0.4285714285714285,0.3571428571428571,2025-05-27 12:50:01,2025-05-30 08:01:54.357,0-0.5kg,6.506666666666667,twisted
250517D2D61688,d4e0e0ae-317a-4841-b321-c2c784c44cfa,120fa2fb-b59f-4935-a92d-9b40c8949a0b,7f62a0d7-45b4-4235-ab8f-74aa3e3f0058,노르디스크 아스가르드 12.6 집인플로어 텐트 바닥 노르딕 매트 방수포 그라운드바닥,ノルディスク アスガルド 12。6家インフロテント床ノルディックマット防水シートグラウンド床,스포츠/레저>캠핑>텐트/타프용품>방수포/그라운드시트,Other,naver,,,,,6306909000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/7f62a0d7-45b4-4235-ab8f-74aa3e3f0058.jpg,2,252000.0,25856.0,https://smartstore.naver.com/main/products/8644922827,10.08,74.6x20.9x17.7,74.6,20.9,17.7,74.6,20.9,17.7,0.027596778,27596.778,27.596778,4.599,1.5,150.0,1.0,150.0,150.0,150.0,1.0,0.0225,22500.0,22.5,,,-0.8511904761904762,-0.1846874298151762,1.0107238605898126,6.177033492822967,-0.943502824858757,2.081418176184674,2025-05-23 09:23:12,2025-05-28 05:02:37.646,10kg+,0.5179389530028262,twisted
